year,state,gdp
2012,Virginia,444950
2013,Virginia,455070
2014,Virginia,463781.7
2015,Virginia,484690.5
2016,Virginia,493699.5
2017,Virginia,510586.1
1963,Washington,11171.1
1964,Washington,11392.3
1965,Washington,12329.7
1966,Washington,14269.7
1967,Washington,15658.9
1968,Washington,17013.6
1969,Washington,18090.9
1970,Washington,18112
1971,Washington,18761.2
1972,Washington,20482.9
1973,Washington,23341.8
1974,Washington,26239.5
1975,Washington,29282
1976,Washington,32735
1977,Washington,36825.9
1978,Washington,42668.4
1979,Washington,48712.7
1980,Washington,52681.8
1981,Washington,58918.1
1982,Washington,62933.3
1983,Washington,67948.8
1984,Washington,74169.5
1985,Washington,77341.2
1986,Washington,84014.9
1987,Washington,90325.3
1988,Washington,99051
1989,Washington,108064
1990,Washington,118640.2
1991,Washington,125895
1992,Washington,134469
1993,Washington,142499.7
1994,Washington,150805.2
1995,Washington,155068.6
1996,Washington,166539.8
1997,Washington,179639.5
1998,Washington,210205
1999,Washington,230554.9
2000,Washington,237831.8
2001,Washington,239425.7
2002,Washington,248189.1
2003,Washington,258262.8
2004,Washington,270115.2
2005,Washington,296100.7
2006,Washington,317167.2
2007,Washington,346442.8
2008,Washington,355677.8
2009,Washington,353632
2010,Washington,365551.9
2011,Washington,379539
2012,Washington,400863.3
2013,Washington,419345
2014,Washington,442442.4
2015,Washington,469944
2016,Washington,492251.4
2017,Washington,524322.7
1963,West Virginia,4616.9
1964,West Virginia,4892.1
1965,West Virginia,5207.5
1966,West Virginia,5570.1
1967,West Virginia,5824.8
1968,West Virginia,6091.3
1969,West Virginia,6381
1970,West Virginia,7088.1
1971,West Virginia,7601.6
1972,West Virginia,8390.8
1973,West Virginia,9187.3
1974,West Virginia,10683.7
1975,West Virginia,11973
1976,West Virginia,13249.4
1977,West Virginia,14439.4
1978,West Virginia,15957.4
1979,West Virginia,17424.4
1980,West Virginia,18408.5
1981,West Virginia,19836.5
1982,West Virginia,20510.6
1983,West Virginia,20403.3
1984,West Virginia,22171.6
1985,West Virginia,22936.4
1986,West Virginia,22880.1
1987,West Virginia,23425.4
1988,West Virginia,25876.3
1989,West Virginia,26663.1
1990,West Virginia,27754.3
1991,West Virginia,29092.1
1992,West Virginia,30410.3
1993,West Virginia,31881.4
1994,West Virginia,34592.1
1995,West Virginia,36148.7
1996,West Virginia,37224.2
1997,West Virginia,38570
1998,West Virginia,40086.1
1999,West Virginia,41831
2000,West Virginia,42606.9
2001,West Virginia,43977.6
2002,West Virginia,45433.7
2003,West Virginia,46667.9
2004,West Virginia,49271.7
2005,West Virginia,53259
2006,West Virginia,56530
2007,West Virginia,58635.8
2008,West Virginia,62066.7
2009,West Virginia,62957.8
2010,West Virginia,65274.1
2011,West Virginia,68524.9
2012,West Virginia,69399
2013,West Virginia,71037.6
2014,West Virginia,72027.1
2015,West Virginia,70413.6
2016,West Virginia,70191.4
2017,West Virginia,74047.4
1963,Wisconsin,12741.8
1964,Wisconsin,13718.7
1965,Wisconsin,14784.2
1966,Wisconsin,16132.6
1967,Wisconsin,16840.6
1968,Wisconsin,18225.9
1969,Wisconsin,19520.8
1970,Wisconsin,20193.1
1971,Wisconsin,22083.1
1972,Wisconsin,24063.8
1973,Wisconsin,27036.7
1974,Wisconsin,28694.4
1975,Wisconsin,32295
1976,Wisconsin,37032.7
1977,Wisconsin,40686.2
1978,Wisconsin,45423.4
1979,Wisconsin,50100.8
1980,Wisconsin,52898.8
1981,Wisconsin,57494.4
1982,Wisconsin,59488.5
1983,Wisconsin,63169.9
1984,Wisconsin,70013.2
1985,Wisconsin,73820.4
1986,Wisconsin,77824
1987,Wisconsin,82013.1
1988,Wisconsin,89619.6
1989,Wisconsin,95216.5
1990,Wisconsin,100235.8
1991,Wisconsin,104773.9
1992,Wisconsin,112972.1
1993,Wisconsin,120023.9
1994,Wisconsin,129436.7
1995,Wisconsin,135311.3
1996,Wisconsin,143443.8
1997,Wisconsin,151035.3
1998,Wisconsin,162523
1999,Wisconsin,172258.1
2000,Wisconsin,180539
2001,Wisconsin,187939.3
2002,Wisconsin,194813.1
2003,Wisconsin,203134.7
2004,Wisconsin,215138.9
2005,Wisconsin,225697.9
2006,Wisconsin,235708.6
2007,Wisconsin,243766.7
2008,Wisconsin,244759.9
2009,Wisconsin,245539
2010,Wisconsin,254354.1
2011,Wisconsin,263881.6
2012,Wisconsin,274343.9
2013,Wisconsin,282384.6
2014,Wisconsin,293519.4
2015,Wisconsin,304763.9
2016,Wisconsin,312203.7
2017,Wisconsin,321373.3
1963,Wyoming,1352.8
1964,Wyoming,1405.4
1965,Wyoming,1448.3
1966,Wyoming,1508.9
1967,Wyoming,1541.1
1968,Wyoming,1671.4
1969,Wyoming,1801.3
1970,Wyoming,1943.3
1971,Wyoming,2099.9
1972,Wyoming,2355.5
1973,Wyoming,2843.9
1974,Wyoming,3469.6
1975,Wyoming,3982.6
1976,Wyoming,4722.4
1977,Wyoming,5540.5
1978,Wyoming,6689.2
1979,Wyoming,8062.7
1980,Wyoming,10428.3
1981,Wyoming,12703.1
1982,Wyoming,12421.6
1983,Wyoming,11578
1984,Wyoming,12152.2
1985,Wyoming,12204.5
1986,Wyoming,10522.1
1987,Wyoming,10369.6
1988,Wyoming,10990.7
1989,Wyoming,11436.8
1990,Wyoming,12705.5
1991,Wyoming,12977.4
1992,Wyoming,13178.7
1993,Wyoming,13790.6
1994,Wyoming,14070.4
1995,Wyoming,14608.1
1996,Wyoming,15752.2
1997,Wyoming,16083.8
1998,Wyoming,14928.2
1999,Wyoming,15710.9
2000,Wyoming,17205.4
2001,Wyoming,18660.7
2002,Wyoming,19115.6
2003,Wyoming,21027.5
2004,Wyoming,23186.7
2005,Wyoming,27177.6
2006,Wyoming,32405.1
2007,Wyoming,36602.5
2008,Wyoming,42540.4
2009,Wyoming,36042.2
2010,Wyoming,37401.2
2011,Wyoming,39370.7
2012,Wyoming,38431.7
2013,Wyoming,38922.5
2014,Wyoming,39372.3
2015,Wyoming,37764.1
2016,Wyoming,35984.2
2017,Wyoming,38036.8
